State,County,Population,% rural,FIPS,% Children in Poverty,% Unemployed,Income Ratio,% Children in Single-Parent Households,Violent Crime Rate,Injury Death Rate,Years of Potential Life Lost Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index,% Homeowners,% Completed High School,% Some College
Florida,Glades,14198,70.638000621,12043,23.5,5.56625578,4.1584863608,21.442590775,233.54254853,100.78177865,10124.0,45328.0,37.987563595,56.516263603,80.139946491,71.919554339,33.8125
Florida,Gulf,13534,77.085040661,12045,25.2,5.93389088,4.2978307033,25.240936209,392.16916609,100.67958721,11380.0,51593.0,56.666666667,18.562241838,75.631677124,85.417891642,46.889952153
Florida,Hamilton,14521,63.48401919,12047,34.5,7.59704692,4.3864604895,20.46374678,331.69232918,103.05832544,9955.0,41871.0,65.56372549,27.20235493,72.246294185,75.22883835,25.05243533
Florida,Hardee,26822,47.80931088,12049,28.0,6.50838649,4.8912856441,28.644428673,269.38096616,95.746639661,8285.0,46264.0,66.002367798,21.14291611,67.000375422,76.186367558,26.095155207
Florida,Hendry,42813,37.892181911,12051,31.4,8.06337802,4.8489269899,36.219688744,559.98642457,94.161958569,8755.0,45652.0,64.718420462,45.474808232,70.337008852,69.08033033,42.02964034
Florida,Hernando,198792,19.375151929,12053,20.1,8.06469651,4.1633404974,21.514787484,257.5032574,119.20689637,9194.0,52108.0,53.238725405,27.824667129,79.269437347,88.367032813,59.828128169
Florida,Highlands,106639,21.06573806,12055,26.6,7.7191767,4.1022982635,28.219395866,318.26592651,114.15787498,10872.0,48922.0,60.291559679,39.310372651,76.971512839,85.347885063,44.927384808
Florida,Hillsborough,1497957,3.5128609385,12057,14.3,7.12846828,4.6916876767,29.628101737,311.50704576,75.073519627,6879.0,65272.0,58.027229164,32.501932034,59.275928426,88.88743091,65.794595927
Florida,Holmes,19594,78.772519697,12059,30.9,5.51824818,4.5360081687,30.842566349,335.32144133,103.34278084,11944.0,41969.0,51.692307692,27.377383484,75.956284153,80.310000708,37.871737811
Florida,Indian River,162518,4.9678326137,12061,16.0,7.39650958,4.4416727524,24.851548708,255.15837827,97.353016035,7341.0,72934.0,55.732751385,43.859311169,79.999671911,90.092925166,57.051838981
Florida,Jackson,46085,75.362843244,12063,29.5,5.41465963,4.6307430849,26.533688971,359.68495065,102.37484359,12313.0,44108.0,53.8991544,35.377401999,71.596418183,82.191349184,41.099274355
Florida,Jefferson,14543,100.0,12065,26.4,5.57321863,4.9020043468,35.045317221,873.79675345,104.03925373,9726.0,54354.0,73.28042328,21.288619769,75.031011873,82.59801692,42.922374429
Florida,Lafayette,8482,100.0,12067,27.7,4.20711974,5.3451546903,7.8373600471,199.11252702,86.64293743,8681.0,41635.0,54.463554464,24.686067549,77.840172786,73.158675235,30.021754895
Florida,Lake,375492,19.25386801,12069,14.0,8.85877892,4.0132618939,23.105276297,306.3644643,119.45961793,8220.0,58501.0,40.88016612,34.556841398,75.134234536,89.978005671,60.07839901
Florida,Lee,790767,5.8202452025,12071,14.7,7.31174204,4.1710579502,26.073192923,347.84984732,98.133322603,7556.0,66140.0,47.533285223,43.489526217,72.652604909,89.252292277,54.506373687
Florida,Leon,295460,12.309473768,12073,22.0,5.80444279,5.3084391337,34.81525208,739.04143923,58.027291324,7238.0,61403.0,40.81040769,39.457415764,52.589891015,93.385699646,77.412031782
Florida,Levy,42214,92.04921448,12075,27.2,6.04140262,4.2837737572,23.866050231,1075.9850387,124.02162078,10637.0,41894.0,62.566065245,36.578402197,79.441400035,86.24775941,45.460918332
Florida,Liberty,8364,100.0,12077,24.7,4.81139338,4.6972794816,27.605244997,53.683268715,84.09620606,8510.0,46734.0,45.196003075,49.999157748,78.670911261,79.563987352,30.637362637
Florida,Madison,18707,80.009363296,12079,30.1,6.04026846,5.6929180571,44.852498495,872.24217547,88.742667908,10992.0,41650.0,54.018032144,38.869012779,72.514874474,79.860302678,43.148688047
Florida,Manatee,411219,5.7903002481,12081,16.2,6.75652706,4.3509685406,25.996821325,518.70063208,100.31530567,7790.0,63328.0,49.791254669,38.574222756,73.822874056,89.416316118,58.357860798
Florida,Marion,373513,31.028258547,12083,21.7,7.04850905,4.1468422022,33.65767492,376.79895334,158.34073995,11267.0,48553.0,61.889559766,41.027234613,74.843517547,87.992366185,49.529028714
Florida,Martin,162088,8.4767424377,12085,17.3,6.07370463,4.7572798039,24.056314255,240.199077,94.440236026,7049.0,72736.0,42.354981084,43.639600527,79.372591337,91.434383065,61.592046531
Florida,Miami-Dade,2707303,0.4043766411,12086,19.9,8.02575214,5.4128879412,31.39736367,601.83692932,53.00146917,5442.0,59259.0,67.735256853,39.76722929,51.633008202,81.839319065,62.873339829
Florida,Monroe,73900,8.7139143522,12087,15.3,7.89185566,4.4270410394,23.281345299,431.23304499,113.1194874,7199.0,68584.0,48.458650893,36.677794013,59.120570836,91.894917151,61.82330013
Florida,Nassau,91113,48.146329487,12089,11.6,5.67758479,3.8916861827,22.601932595,166.13843165,102.5849065,8897.0,75123.0,44.694927714,41.554626197,81.983569828,91.147489375,59.729263841
Florida,Okaloosa,212820,12.09919147,12091,14.2,5.5004687,4.0250299162,22.234346697,394.67797127,86.66943004,8212.0,65977.0,43.277466264,28.106093683,65.972108285,92.558384178,68.839661725
Florida,Okeechobee,42297,36.548654865,12093,24.7,5.37402264,4.4119010103,25.112692764,390.34281731,105.3284661,10993.0,48028.0,61.648799638,28.752281744,74.796246832,79.754434759,41.71275987
Florida,Orange,1404396,2.0421377435,12095,16.7,10.6428616,4.4656814088,27.390120319,647.96862419,64.675631611,6258.0,69074.0,55.488057692,35.700919229,56.025423276,88.675298816,69.122503024
Florida,Osceola,385315,7.8210543946,12097,17.6,13.53926144,3.878421777,26.219415943,425.63477221,65.263411604,6673.0,63018.0,47.296336598,20.616055895,64.403239634,86.135570693,61.765878667
Florida,Palm Beach,1507600,1.042545681,12099,16.2,7.58789984,4.9294776255,26.102028953,451.78936953,92.339632135,6801.0,68200.0,58.237691431,40.94187479,69.178639246,88.774978471,64.391923258
Florida,Pasco,570412,9.4663834714,12101,16.3,7.19263869,4.4182694305,24.178277058,304.19575463,111.5099926,9157.0,52332.0,53.810126417,33.292762779,73.230763355,89.897558738,61.795509641
Florida,Pinellas,976802,0.2840022607,12103,15.8,7.03322115,4.6212322963,31.252394208,464.86022321,110.42627837,8465.0,61532.0,47.364306119,41.422847698,68.099090357,91.621099218,68.610425154
Florida,Polk,744552,13.51049253,12105,22.2,9.04758295,4.1306349671,27.642558217,340.51055722,82.606934337,8242.0,54591.0,48.832101844,31.435359149,69.45188248,85.436182491,54.021477347
Florida,Putnam,74815,56.162928299,12107,33.0,7.90328674,4.4232707012,33.261035979,537.1134306,140.82981259,14058.0,36527.0,68.983957219,37.251059324,71.376835893,82.590173246,37.395063275
Florida,St. Johns,278715,23.77354122,12109,9.3,5.28305552,4.3249008327,15.49099718,225.4094273,71.677736895,5348.0,94343.0,18.218889468,32.409151666,81.441706026,94.7790037,74.955153857
Florida,St. Lucie,337186,3.3572243681,12111,21.2,7.77570634,4.1495074674,26.806556139,298.69371953,81.350708069,7673.0,59023.0,56.008405302,38.579704897,75.126342521,87.262839053,57.661402824
Florida,Santa Rosa,189139,20.989350739,12113,11.8,5.20164071,3.9526940756,19.512380759,145.43043826,77.20846285,7653.0,71583.0,41.441317303,26.774342148,77.126809443,91.49562444,66.611584078
Florida,Sarasota,443465,4.3204866016,12115,13.8,6.82463787,4.2218462865,25.440197287,238.88888201,98.098297772,7629.0,66138.0,45.486949523,39.947316036,76.170017122,93.235737905,62.099133488
Florida,Seminole,474171,3.1576606627,12117,10.4,7.22003289,4.1867424002,21.416819106,356.8931814,71.184540776,6203.0,71930.0,46.63258861,28.286482941,65.814120633,94.447420428,78.828089719
Florida,Sumter,139018,34.964675658,12119,34.8,7.86346005,3.7682909196,29.875962361,212.45766781,127.51153841,9076.0,60278.0,47.632343087,50.501096963,88.621436793,92.220699109,39.789888378
Florida,Suwannee,44851,83.167673462,12121,28.3,5.63126478,4.3109970822,34.027997053,513.58459472,101.60628243,9704.0,46264.0,58.04762709,46.133634911,76.843355997,82.463038691,39.308056872
Florida,Taylor,21600,69.282233053,12123,25.8,6.24311421,4.2357265997,35.319351764,915.96362441,118.56617647,10934.0,45527.0,57.723867285,46.627104766,78.05354155,81.105961924,32.55212821
Florida,Union,15182,67.447698745,12125,20.3,4.74516696,3.4920395869,25.339200587,273.35001976,107.86918888,18116.0,49313.0,46.314035818,22.475117794,70.508982036,76.325774287,32.667375133
Florida,Volusia,561497,9.9433271397,12127,14.0,7.60338195,4.2997241672,28.911784315,428.08435654,112.80501763,9828.0,55463.0,59.859959989,40.380316124,71.224124944,90.793873103,62.48442284
Florida,Walton,76648,63.125193031,12131,18.0,5.90480959,4.4235897055,25.752022682,361.62518613,80.536762085,8013.0,74108.0,48.008807199,32.203602517,76.03981142,89.314218998,58.452196826
Florida,Washington,25932,84.551735219,12133,28.7,5.79236126,3.9935264944,38.906025087,189.85296494,106.04284769,11029.0,44661.0,51.657538195,26.668421201,78.897864336,82.113687442,39.819268328
Georgia,Appling,18325,71.441105506,13001,29.9,4.73366282,5.0095753539,34.42333186,379.19826652,95.478859028,11113.0,44871.0,90.356041491,23.593461148,74.827067669,77.241043929,49.354243542
Georgia,Baldwin,45099,35.139982502,13009,30.9,6.92338275,5.4253519461,42.773722628,689.41443407,72.044187101,10743.0,49350.0,92.837301587,20.590839969,59.408312373,86.475438971,64.082582735
Georgia,Banks,19352,93.829845067,13011,17.2,4.28512988,4.902056962,19.500346981,194.75777002,85.619153322,9607.0,62836.0,61.299615877,18.562202865,74.110358738,75.077952696,52.941176471
Georgia,Barrow,85588,30.06184497,13013,13.0,5.12315517,3.7085172859,23.603219697,497.24463225,74.416495821,8252.0,64460.0,53.02690583,23.246269783,76.701628282,86.509061078,57.540711765
Georgia,Bartow,109426,35.227692523,13015,15.3,6.24912005,4.3204755925,22.042822043,467.95743699,83.766408168,9339.0,64980.0,53.979659518,38.483022869,67.811634349,86.24339368,56.427269413
Georgia,Ben Hill,16614,34.00249518,13017,32.7,6.9047619,5.0408513292,45.145748013,361.24888902,96.039838748,13654.0,39305.0,82.64274062,30.806970506,57.562008469,83.572750507,44.022431812
Georgia,Berrien,19408,76.143316395,13019,26.6,5.77987846,4.8503221145,24.044069994,224.23890677,87.285423334,10796.0,45094.0,66.666666667,16.426174946,65.7827087,79.597224317,44.166321887
Georgia,Bibb,152737,14.410435431,13021,37.4,7.49024785,6.3779661017,48.780092842,500.68215496,86.579746878,12094.0,44467.0,89.66442399,50.985815819,51.743646181,86.368585613,59.950999355
Georgia,Bleckley,12955,51.588455944,13023,28.1,6.48744723,4.8084230178,37.739783153,354.53849563,76.009059039,8778.0,51448.0,61.803921569,29.372730543,72.776470588,89.552238806,59.108595684
Georgia,Brantley,19202,99.44598338,13025,26.6,5.38956397,5.7351204945,25.208607817,198.66648524,102.86974781,12170.0,39256.0,70.593342981,31.955843386,78.752033121,80.524489009,38.284703802
Georgia,Brooks,15357,71.039832543,13027,32.5,5.17392575,5.8913993629,39.031505251,527.20513687,78.607234443,10563.0,42973.0,98.80952381,35.708641093,69.931163955,83.888788263,58.651188502
Georgia,Bryan,40755,52.343465749,13029,9.8,5.2676568,4.0609994086,23.269042752,258.11051693,75.607072651,8660.0,81890.0,33.805128205,20.871747612,70.806487447,92.762858443,71.074308506
Georgia,Bulloch,80839,48.283179287,13031,23.1,6.53430578,4.9618265777,28.80661114,184.83128043,56.611444776,8045.0,48629.0,60.859748939,29.396734023,54.324739872,88.174842423,65.340850316
Georgia,Burke,22648,74.9957111,13033,31.6,7.16818081,5.0866554656,37.116564417,619.77068485,106.51139672,12826.0,44870.0,100.0,24.306255007,73.054193386,81.383344804,47.723132969
Georgia,Butts,25426,77.941238639,13035,37.0,6.18307105,4.1885499918,41.045991046,305.01461084,111.08297735,10183.0,52720.0,88.53811149,31.196122259,71.325821146,80.149271002,34.492924528
Georgia,Calhoun,6231,100.0,13037,35.9,5.05140814,4.7871700006,43.155031732,1499.4326471,69.72837628,7844.0,37984.0,81.628959276,22.352751728,68.018539977,75.538954109,39.817043813
Georgia,Camden,55388,31.44339081,13039,12.9,4.7275831,4.3809597523,30.103250478,319.79797265,59.306924454,8023.0,67525.0,45.596636844,28.670311333,61.921401803,91.768107561,60.004002935
Georgia,Carroll,121633,41.825074416,13045,21.5,6.36255163,4.351182708,32.224591329,311.38322472,86.895165025,9677.0,64554.0,57.453780691,34.843583997,68.828798938,85.027952249,56.269572025
Georgia,Catoosa,67996,28.102029965,13047,14.2,4.34515961,3.9787663551,18.74671916,260.12915715,73.821827447,7455.0,61906.0,47.344475395,25.03026279,74.434416127,88.88960343,62.635027448
Georgia,Charlton,13430,51.022923342,13049,30.6,3.75877736,4.7360093077,29.414174519,189.43699326,89.228023753,10157.0,46061.0,68.561278863,31.66972145,71.223209618,80.223199914,36.69250646
Georgia,Chatham,289463,4.5049938143,13051,24.5,7.61780831,4.5423486413,39.996084254,448.04038988,77.987332757,8514.0,56357.0,64.514235398,44.066398961,55.555757818,90.093040073,69.339696167
Georgia,Chattooga,24843,57.559100519,13055,26.7,8.3956179,4.5461781428,25.730155886,136.2176229,110.46961682,12857.0,44399.0,67.141453831,35.159465993,68.767845377,72.297455055,36.666130847
Georgia,Cherokee,265274,17.102721768,13057,8.8,4.85850652,3.9072304203,17.408142518,93.205610294,56.885514155,5300.0,90675.0,29.444162787,36.465258433,76.363254105,92.092040221,72.165827081
Georgia,Clarke,127795,5.8596226674,13059,23.1,6.44778889,6.2812725011,35.007094796,404.78640757,49.116300157,6646.0,46693.0,75.072540227,28.508171351,40.545700422,89.460974797,74.095599909
Georgia,Clayton,292646,0.8877359072,13063,25.0,10.32477287,3.8555875898,44.871714839,632.28407094,65.178176845,9244.0,49370.0,85.860833024,30.056441058,50.262326235,84.923764312,53.285738446
Georgia,Clinch,6582,60.429538099,13065,29.9,3.97553517,9.2144314125,47.641509434,473.45036055,74.841336367,12114.0,43088.0,76.571856287,6.8159929523,78.759949728,72.180115916,48.166392994
Georgia,Cobb,762944,0.2461930188,13067,10.6,5.90143282,4.2580818966,24.591950826,265.50774296,56.529665257,5631.0,81517.0,42.211680215,37.040253605,65.774512191,92.583243908,76.159499408
Georgia,Coffee,43218,66.583246766,13069,32.7,5.82426867,5.2582221387,32.41601822,325.45888323,91.368674922,10956.0,44520.0,87.411507272,26.352237741,65.021574973,74.845048598,43.14142359
Georgia,Columbia,160377,16.227741369,13073,8.5,4.22652565,3.6220655009,16.840220033,51.627486753,56.852770794,5894.0,87489.0,31.111188229,20.405898184,79.499512782,92.962062257,71.681148646
Georgia,Cook,17291,59.412038113,13075,29.8,4.73957048,5.4375954198,27.561031257,301.80776693,85.879745146,10329.0,35225.0,74.76340694,19.307490755,65.591744599,80.747762913,57.612159843
Georgia,Coweta,150849,32.93275839,13077,11.8,6.19618551,3.9775914253,24.082265108,231.98486834,61.054081568,6891.0,84121.0,38.769128132,32.641915971,75.088505574,90.441669886,68.505266543
Georgia,Crawford,12231,100.0,13079,25.1,5.04737609,5.0124986647,35.788216561,153.15275894,105.57089492,10977.0,48184.0,67.749556999,57.836745066,77.410890007,83.061365203,63.209689629
Georgia,Crisp,22034,47.028456845,13081,36.0,7.86127168,6.4323253083,61.733457596,288.19692734,89.806515863,12935.0,36871.0,99.923741739,27.470372791,56.82273853,82.746010638,47.180378525
Georgia,Dade,16057,72.12769795,13083,15.5,4.09669211,4.0611944952,20.156300879,333.24161546,70.421665164,9292.0,41069.0,56.025466121,18.579348428,70.999187652,81.506051098,51.817936978
Georgia,Dawson,27113,80.309001343,13085,12.6,4.74064453,3.8989595051,26.070578906,97.083189506,98.189045587,8756.0,75081.0,42.93956044,27.166163532,81.472534398,88.340931836,65.169536659
Georgia,Decatur,26457,56.475827886,13087,36.8,4.78591649,5.1361224614,45.676896713,678.61171206,88.739152015,11424.0,42996.0,97.944932163,32.188430037,61.255679471,82.874548736,48.302872063
Georgia,DeKalb,762009,0.2630464537,13089,23.8,7.95434729,4.9508943089,35.983148483,644.47770595,60.480909404,7301.0,69545.0,70.146088381,64.242484077,55.709146262,90.297478845,72.424698346
Georgia,Dodge,20452,72.22884933,13091,27.8,5.96521489,5.4366256633,38.558151218,377.39698082,96.065207899,10105.0,42683.0,78.836833603,26.80496743,69.84063745,85.665936691,47.927272727
Georgia,Dooly,13174,53.666711355,13093,35.2,7.6751269,5.1451432636,31.401789519,155.11025405,70.827799911,11503.0,45112.0,100.0,8.1895473016,70.897770637,80.474268416,42.606232295
Georgia,Dougherty,86477,13.959710252,13095,38.1,8.59938481,5.1272822118,53.052471048,940.76351189,81.312683206,12863.0,40793.0,100.0,47.029353855,45.88847019,84.395027141,59.500768744
Georgia,Douglas,147988,15.757195834,13097,16.5,7.42354455,4.1462601078,32.254967329,306.02552474,65.034556497,7838.0,65269.0,62.041030642,29.223029874,65.485659195,87.708189219,62.951909736
Georgia,Early,10037,65.952034884,13099,36.2,5.78661844,5.1607154388,50.870942201,776.9145394,93.916922656,13190.0,39697.0,100.0,23.369529622,67.469018112,80.953087886,52.781809386
Georgia,Effingham,65765,67.052631579,13103,11.3,5.00955414,3.6595350813,19.293889663,118.39756843,73.646464809,8106.0,77690.0,38.940305414,26.008988847,77.331867326,89.411214263,60.902939671
Georgia,Elbert,19335,70.618863434,13105,38.0,6.91429288,5.5303898721,31.839961667,358.8115336,90.718553508,11208.0,43553.0,76.49934811,35.338349679,71.617933723,78.75601629,44.734982332
Georgia,Emanuel,22507,66.882024958,13107,34.3,7.07912656,5.3273866267,39.792820146,371.15828543,82.351899407,10564.0,36243.0,88.160727099,35.040159454,58.914541279,79.246929324,40.279885348
Georgia,Evans,10638,61.281818182,13109,29.5,5.13794482,5.4583687341,37.942008487,160.33427267,102.88450746,11074.0,51018.0,96.896016555,21.82319835,59.835247129,77.010526316,45.038447455
Georgia,Fannin,26521,100.0,13111,24.1,4.73522501,4.2747436419,29.693396226,124.32914068,110.16719035,10229.0,44730.0,57.314148681,26.347327878,77.760873456,88.012807685,55.768421053
Georgia,Fayette,115821,18.178235289,13113,7.2,5.41244419,3.6722474823,21.540340432,73.496386428,51.243491108,5602.0,98623.0,24.525059666,36.701400309,81.462051383,95.510772085,77.890035556
Georgia,Floyd,98604,36.822160159,13115,26.2,6.27284082,4.7889553613,33.33036549,338.34352002,86.058519793,10410.0,47423.0,67.694127903,42.490512509,62.488947834,83.666972758,50.255838904
Georgia,Forsyth,250847,9.921885238,13117,5.4,4.5763581,3.8822892498,10.824861546,55.320108741,40.061421867,3832.0,116690.0,15.2837132,38.639052389,84.189295185,93.373114558,83.006126886
Georgia,Franklin,23504,88.928636117,13119,23.7,5.90376061,5.4220311411,32.044418005,145.43482548,110.41941991,11217.0,47706.0,54.245283019,40.019726995,70.053412463,81.574732526,56.40770912
Georgia,Fulton,1077402,1.0776889812,13121,17.5,8.01084647,5.9260864774,36.124074406,763.18918796,67.063505049,6956.0,71504.0,56.042226196,60.218448887,52.85776793,93.072751472,79.264519694
Georgia,Gilmer,31978,87.643150007,13123,23.5,4.69781827,4.1954695738,29.212346095,270.85404738,106.10079576,10254.0,66066.0,63.714490332,25.6892967,73.371971343,84.373911529,50.93274808
Georgia,Glynn,85568,20.566146736,13127,24.5,6.81669502,4.7586487256,33.931289411,479.35701285,82.890507041,9751.0,59286.0,58.305110258,49.113043008,65.011260273,88.628908081,56.684412896
Georgia,Gordon,58780,51.558366252,13129,15.0,5.45577649,4.3171213919,23.689831957,273.87728157,71.076655306,9549.0,54915.0,59.635994087,23.318990817,66.678078842,77.919561904,48.156650912
Georgia,Grady,24491,62.360561353,13131,27.4,4.35807943,5.2720495533,29.621710526,193.56877617,82.591761877,9508.0,54601.0,100.0,23.937263991,65.840280825,81.270783848,51.382799325
Georgia,Greene,18837,82.749781168,13133,28.5,5.88983051,6.3401899467,44.782870929,252.28255646,74.038342887,8427.0,61857.0,65.698113208,43.048750545,76.814543481,86.953897231,46.547619048
Georgia,Gwinnett,942627,0.4855206806,13135,13.5,6.34412913,3.9790409467,21.589061286,221.31215355,44.755638315,5395.0,73460.0,51.279837135,29.791740001,66.465898967,87.946494939,65.522571579
Georgia,Habersham,46047,58.762575219,13137,16.8,5.43577123,4.5916945242,16.219140356,181.4529934,82.898889953,8079.0,61071.0,57.946320869,35.947634995,79.767990562,80.175646339,43.457067867
Georgia,Hall,206591,20.556643886,13139,19.6,4.72393059,4.108375215,23.9374483,315.91284842,65.996004566,6790.0,67735.0,59.102393051,37.051010636,68.948211426,79.194981309,49.282632884
Georgia,Hancock,8494,61.586594549,13141,41.2,8.80726698,4.6607709197,75.956284153,334.12887828,101.17647059,14475.0,36424.0,100.0,31.707693187,73.372395833,70.315697165,28.363324764
Georgia,Haralson,30383,77.359277276,13143,20.0,5.879951,5.3016124388,23.157745279,639.87446604,116.88715322,11509.0,51431.0,48.602264685,28.775656467,68.744543391,82.280408725,53.982181425
Georgia,Harris,36080,96.683737197,13145,11.1,4.62273855,3.7432878493,15.801567991,123.70378289,74.412487454,7434.0,81151.0,34.690201729,23.841903598,89.25094537,93.625465406,69.731552328
Georgia,Hart,26406,74.465553484,13147,22.0,5.41633694,5.0984360626,15.909515797,347.00631832,63.818172032,7988.0,52401.0,58.808654116,36.210880274,73.381365008,82.768777614,52.802215705
Georgia,Heard,11973,100.0,13149,21.2,6.50818394,4.6162338345,25.941110697,195.76282246,120.35530241,11207.0,51532.0,58.929417338,19.74668501,67.950096795,81.883430269,45.30658592
Georgia,Henry,239139,13.853336079,13151,13.1,7.38695471,3.4136912091,28.454376164,175.8040961,62.961300077,7858.0,69620.0,49.510567556,37.274409346,70.854431998,91.773144734,63.726647333
Georgia,Houston,160110,9.962115797,13153,15.6,5.18191372,4.557074045,26.071040872,361.57675303,59.688617958,8221.0,69442.0,54.217266139,22.034327693,66.494951931,92.561229296,70.806952918
Georgia,Irwin,9387,64.709582722,13155,30.9,5.50908566,4.6892206044,30.476190476,258.30059732,82.920502626,12428.0,47492.0,80.17699115,61.193126517,69.341386253,81.200680798,48.134630981
Georgia,Jackson,76199,60.014879722,13157,11.4,4.38357546,3.911969941,17.605870491,222.39244854,74.772838411,7868.0,70960.0,39.951452845,34.621977774,78.99703313,85.338566811,57.223928776
Georgia,Jasper,14483,81.762589928,13159,21.6,4.9437537,3.8650584854,27.724262492,411.58971433,78.16941444,9533.0,57796.0,63.101160862,32.060492882,80.003755163,85.077222052,45.900123305
Georgia,Jeff Davis,15213,69.511547651,13161,29.4,5.14838498,4.7445890154,31.322272499,347.83772033,96.998365644,10662.0,44417.0,76.588845655,41.172029624,65.440747227,78.395699814,45.010449321
Georgia,Jefferson,15267,80.667454223,13163,33.1,6.7437669,5.9826492033,46.069569981,508.22692332,96.620846914,11935.0,40333.0,100.0,26.113546607,63.854558481,78.486506888,38.343640764
Georgia,Johnson,9667,65.410821643,13167,30.7,4.94258612,5.2035638195,39.934354486,373.6521832,66.237502846,12246.0,36358.0,94.343065693,39.196500405,70.915877117,74.035734543,28.175957527
Georgia,Jones,28787,67.714255816,13169,16.6,4.56316499,4.2349737559,26.126398549,98.922451864,76.799016973,8080.0,64812.0,47.949347949,25.682960633,80.300531428,91.686040635,66.219839142
Georgia,Lamar,19261,60.872413605,13171,20.9,6.31578947,4.6855111547,26.273597104,495.52339659,73.088574879,11342.0,55024.0,67.621883141,35.203712064,71.778311805,87.196307094,50.198511166
Georgia,Lanier,10737,71.125223259,13173,31.9,5.21085146,6.61749432,21.637675011,383.38045718,59.246234997,9690.0,35215.0,86.198830409,19.773375985,62.666666667,84.941375901,61.398878258
Georgia,Laurens,47512,56.644092993,13175,31.0,6.67114163,6.0169538826,40.297996232,358.92015678,82.199056608,12655.0,46690.0,88.736664795,37.959186609,62.993181421,86.282518537,53.48615917
Georgia,Lee,30234,36.228708743,13177,14.7,4.61965725,3.3352541498,22.50861299,174.70099253,76.614447872,8751.0,74640.0,45.928829916,25.526183759,76.691943128,92.158067158,70.073439412
Georgia,Liberty,63004,23.160449467,13179,22.6,6.21964959,3.5957446809,33.503880425,478.32962261,68.733623327,10000.0,49788.0,69.143876338,22.747185119,45.977632728,91.851112221,68.845429826
Georgia,Lincoln,8031,100.0,13181,27.5,5.43322848,6.119453693,38.223684211,417.64552336,85.912823752,7927.0,47883.0,66.875559534,17.939041188,72.444308819,84.577199589,45.960187354
Georgia,Long,20171,81.339878319,13183,23.5,4.38628824,4.9994933887,33.668528864,95.47611693,48.867216336,6925.0,53841.0,74.380804954,8.7730203173,62.737262737,86.016460905,48.380700595
Georgia,Lowndes,118268,27.204233153,13185,27.3,6.0369387,5.8410674297,35.824696051,279.97415623,59.095156946,9556.0,48864.0,68.650254242,48.903001717,52.517834171,88.303388575,60.027895812
Georgia,Lumpkin,34186,83.941800707,13187,16.2,4.81078783,5.2004930156,19.252873563,41.419081452,94.505933882,8963.0,63822.0,45.952257395,36.673987952,72.577111074,86.00239521,54.840999432
Georgia,McDuffie,21162,60.96,13189,27.8,7.80908568,4.3679704124,54.252916823,154.1086466,85.986933725,12937.0,48392.0,85.392022008,45.599972862,68.014081088,84.419912518,44.097774245
Georgia,McIntosh,14387,74.311030489,13191,32.0,5.71524626,4.8,19.602763385,138.41362605,94.183137001,11221.0,48097.0,85.46686747,23.795228167,82.090493457,86.501918102,41.694915254
Georgia,Macon,12712,53.188602442,13193,38.0,6.74035544,6.1047912088,59.854897219,310.55900621,93.036024769,12000.0,35997.0,100.0,12.721754442,61.424268503,72.329787234,35.338345865
Georgia,Madison,30457,91.877667141,13195,19.7,5.16497071,3.7348684737,34.840229716,191.18389727,85.070182901,8924.0,50619.0,57.285828663,25.381154247,73.328939936,83.300695192,53.928077455
Georgia,Marion,8516,100.0,13197,31.8,5.10651629,4.5655198245,25.90078329,57.10370032,78.199052133,10244.0,46792.0,91.880029261,49.081118404,75.869120654,79.94966443,58.695652174
Georgia,Meriwether,21164,83.284830848,13199,33.3,8.56397459,5.3032274857,44.069689524,321.27913927,111.82502227,12890.0,45095.0,92.0,30.225371386,66.081162932,81.463053856,46.722513089
Georgia,Miller,5622,100.0,13201,29.0,4.04040404,6.1665273043,28.181818182,188.21113868,111.14970476,19590.0,51855.0,99.884792627,32.024371511,66.524155622,85.356068205,65.25297619
Georgia,Mitchell,21602,54.511022215,13205,50.1,6.49052962,4.4399835168,49.598682857,262.40298873,91.478878342,11817.0,38256.0,87.575757576,48.190457941,62.833624345,79.946645846,43.987235472
Georgia,Monroe,28042,80.230093854,13207,17.9,5.11811024,6.0832115455,21.200488571,178.27932879,98.139707326,9704.0,65599.0,54.479768786,23.557943048,81.880711408,86.849229488,56.009181833
Georgia,Morgan,19636,75.36937542,13211,18.1,5.43644717,3.9461089069,20.056497175,176.13903241,96.452457418,9388.0,68343.0,44.180225282,20.776355932,74.048295455,88.736510791,55.864049785
Georgia,Murray,40032,70.1271828,13213,23.3,7.5504886,3.6879629246,23.852275046,447.67980114,79.338776576,9851.0,58761.0,73.905210643,35.764972998,70.371900826,72.268781239,46.710261569
Georgia,Muscogee,196442,2.9775917002,13215,29.8,7.82960988,5.2764354518,41.805324459,566.92058711,87.635518052,11212.0,44959.0,75.264117721,51.093844549,49.073973496,88.146761102,66.041980338
Georgia,Newton,113295,31.244122531,13217,21.4,7.12703031,4.3044144326,27.683122687,396.49067627,80.959580247,8978.0,62183.0,67.373205986,39.545087567,71.153077804,87.14478641,56.994949495
Georgia,Oconee,41124,50.316995855,13219,6.8,3.75364431,4.0297958131,16.318475017,114.12308386,58.810894846,4751.0,104519.0,14.914004914,24.994965106,82.581863065,94.932130217,84.428635953
